status,bytes,kind,filename,label,source_url,pdf_url,message
exists,424993,arxiv,arxiv_2601.03665_PhysVideoGenerator_Towards_Physically_Aware_Video_Generation_via_Latent_Physics_Guidance.pdf,PhysVideoGenerator: Towards Physically Aware Video Generation via Latent Physics Guidance,https://arxiv.org/abs/2601.03665,https://arxiv.org/pdf/2601.03665.pdf,
exists,1845939,arxiv,arxiv_2601.01577_HanoiWorld_A_Joint_Embedding_Predictive_Architecture_BasedWorld_Model_for_Autonomous_Vehicle_Controller.pdf,HanoiWorld : A Joint Embedding Predictive Architecture BasedWorld Model for Autonomous Vehicle Controller,https://arxiv.org/abs/2601.01577,https://arxiv.org/pdf/2601.01577.pdf,
exists,1565958,arxiv,arxiv_2601.00366_BERT-JEPA_Reorganizing_CLS_Embeddings_for_Language-Invariant_Semantics.pdf,BERT-JEPA: Reorganizing CLS Embeddings for Language-Invariant Semantics,https://arxiv.org/abs/2601.00366,https://arxiv.org/pdf/2601.00366.pdf,
exists,489889,arxiv,arxiv_2601.00844_Value-guided_action_planning_with_JEPA_world_models.pdf,Value-guided action planning with JEPA world models,https://arxiv.org/abs/2601.00844,https://arxiv.org/pdf/2601.00844.pdf,
exists,2049765,arxiv,arxiv_2512.19171_JEPA-Reasoner_Decoupling_Latent_Reasoning_from_Token_Generation.pdf,JEPA-Reasoner: Decoupling Latent Reasoning from Token Generation,https://arxiv.org/abs/2512.19171,https://arxiv.org/pdf/2512.19171.pdf,
exists,849795,arxiv,arxiv_2512.19605_KerJEPA_Kernel_Discrepancies_for_Euclidean_Self-Supervised_Learning.pdf,KerJEPA: Kernel Discrepancies for Euclidean Self-Supervised Learning,https://arxiv.org/abs/2512.19605,https://arxiv.org/pdf/2512.19605.pdf,
exists,1217263,arxiv,arxiv_2512.10942_VL-JEPA_Joint_Embedding_Predictive_Architecture_for_Vision-language.pdf,VL-JEPA: Joint Embedding Predictive Architecture for Vision-language,https://arxiv.org/abs/2512.10942,https://arxiv.org/pdf/2512.10942.pdf,
exists,1070543,arxiv,arxiv_2512.07168_JEPA_as_a_Neural_Tokenizer_Learning_Robust_Speech_Representations_with_Density_Adaptive_Attention.pdf,JEPA as a Neural Tokenizer: Learning Robust Speech Representations with Density Adaptive Attention,https://arxiv.org/abs/2512.07168,https://arxiv.org/pdf/2512.07168.pdf,
exists,4317471,arxiv,arxiv_2512.06232_Opinion_Learning_Intuitive_Physics_May_Require_More_than_Visual_Data.pdf,Opinion: Learning Intuitive Physics May Require More than Visual Data,https://arxiv.org/abs/2512.06232,https://arxiv.org/pdf/2512.06232.pdf,
exists,9911189,arxiv,arxiv_2512.04832_Tokenizing_Buildings_A_Transformer_for_Layout_Synthesis.pdf,Tokenizing Buildings: A Transformer for Layout Synthesis,https://arxiv.org/abs/2512.04832,https://arxiv.org/pdf/2512.04832.pdf,
exists,4815368,arxiv,arxiv_2512.00379_EnzyCLIP_A_Cross-Attention_Dual_Encoder_Framework_with_Contrastive_Learning_for_Predicting_Enzyme_Kinetic_Constants.pdf,EnzyCLIP: A Cross-Attention Dual Encoder Framework with Contrastive Learning for Predicting Enzyme Kinetic Constants,https://arxiv.org/abs/2512.00379,https://arxiv.org/pdf/2512.00379.pdf,
exists,8080451,arxiv,arxiv_2511.18640_Health_system_learning_achieves_generalist_neuroimaging_models.pdf,Health system learning achieves generalist neuroimaging models,https://arxiv.org/abs/2511.18640,https://arxiv.org/pdf/2511.18640.pdf,
exists,6432783,arxiv,arxiv_2511.18424_CrossJEPA_Cross-Modal_Joint-Embedding_Predictive_Architecture_for_Efficient_3D_Representation_Learning_from_2D_Images.pdf,CrossJEPA: Cross-Modal Joint-Embedding Predictive Architecture for Efficient 3D Representation Learning from 2D Images,https://arxiv.org/abs/2511.18424,https://arxiv.org/pdf/2511.18424.pdf,
exists,8446068,arxiv,arxiv_2511.17354_DSeq-JEPA_Discriminative_Sequential_Joint-Embedding_Predictive_Architecture.pdf,DSeq-JEPA: Discriminative Sequential Joint-Embedding Predictive Architecture,https://arxiv.org/abs/2511.17354,https://arxiv.org/pdf/2511.17354.pdf,
exists,7307314,arxiv,arxiv_2511.16567_POMA-3D_The_Point_Map_Way_to_3D_Scene_Understanding.pdf,POMA-3D: The Point Map Way to 3D Scene Understanding,https://arxiv.org/abs/2511.16567,https://arxiv.org/pdf/2511.16567.pdf,
exists,3727934,arxiv,arxiv_2511.16333_Beyond_Generative_AI_World_Models_for_Clinical_Prediction_Counterfactuals_and_Planning.pdf,"Beyond Generative AI: World Models for Clinical Prediction, Counterfactuals, and Planning",https://arxiv.org/abs/2511.16333,https://arxiv.org/pdf/2511.16333.pdf,
exists,667251,arxiv,arxiv_2511.11908_PI-NAIM_Path-Integrated_Neural_Adaptive_Imputation_Model.pdf,PI-NAIM: Path-Integrated Neural Adaptive Imputation Model,https://arxiv.org/abs/2511.11908,https://arxiv.org/pdf/2511.11908.pdf,
exists,8758154,arxiv,arxiv_2511.08544_LeJEPA_Provable_and_Scalable_Self-Supervised_Learning_Without_the_Heuristics.pdf,LeJEPA: Provable and Scalable Self-Supervised Learning Without the Heuristics,https://arxiv.org/abs/2511.08544,https://arxiv.org/pdf/2511.08544.pdf,
exists,2027387,arxiv,arxiv_2511.10878_Multi-Joint_Physics-Informed_Deep_Learning_Framework_for_Time-Efficient_Inverse_Dynamics.pdf,Multi-Joint Physics-Informed Deep Learning Framework for Time-Efficient Inverse Dynamics,https://arxiv.org/abs/2511.10878,https://arxiv.org/pdf/2511.10878.pdf,
exists,1269981,arxiv,arxiv_2511.09783_Koopman_Invariants_as_Drivers_of_Emergent_Time-Series_Clustering_in_Joint-Embedding_Predictive_Architectures.pdf,Koopman Invariants as Drivers of Emergent Time-Series Clustering in Joint-Embedding Predictive Architectures,https://arxiv.org/abs/2511.09783,https://arxiv.org/pdf/2511.09783.pdf,
exists,3582082,arxiv,arxiv_2511.08939_TransactionGPT.pdf,TransactionGPT,https://arxiv.org/abs/2511.08939,https://arxiv.org/pdf/2511.08939.pdf,
exists,1959101,arxiv,arxiv_2509.23238_WavJEPA_Semantic_learning_unlocks_robust_audio_foundation_models_for_raw_waveforms.pdf,WavJEPA: Semantic learning unlocks robust audio foundation models for raw waveforms,https://arxiv.org/abs/2509.23238,https://arxiv.org/pdf/2509.23238.pdf,
exists,3846356,arxiv,arxiv_2502.14819_Learning_from_Reward-Free_Offline_Data_A_Case_for_Planning_with_Latent_Dynamics_Models.pdf,Learning from Reward-Free Offline Data: A Case for Planning with Latent Dynamics Models,https://arxiv.org/abs/2502.14819,https://arxiv.org/pdf/2502.14819.pdf,
exists,3243261,arxiv,arxiv_2510.20769_CSU-PCAST_A_Dual-Branch_Transformer_Framework_for_medium-range_ensemble_Precipitation_Forecasting.pdf,CSU-PCAST: A Dual-Branch Transformer Framework for medium-range ensemble Precipitation Forecasting,https://arxiv.org/abs/2510.20769,https://arxiv.org/pdf/2510.20769.pdf,
exists,181388,arxiv,arxiv_2510.21840_Improving_the_Physics_of_Video_Generation_with_VJEPA-2_Reward_Signal.pdf,Improving the Physics of Video Generation with VJEPA-2 Reward Signal,https://arxiv.org/abs/2510.21840,https://arxiv.org/pdf/2510.21840.pdf,
exists,1954175,arxiv,arxiv_2510.17038_DINO-CVA_A_Multimodal_Goal-Conditioned_Vision-to-Action_Model_for_Autonomous_Catheter_Navigation.pdf,DINO-CVA: A Multimodal Goal-Conditioned Vision-to-Action Model for Autonomous Catheter Navigation,https://arxiv.org/abs/2510.17038,https://arxiv.org/pdf/2510.17038.pdf,
exists,3055846,arxiv,arxiv_2509.12249_Why_and_How_Auxiliary_Tasks_Improve_JEPA_Representations.pdf,Why and How Auxiliary Tasks Improve JEPA Representations,https://arxiv.org/abs/2509.12249,https://arxiv.org/pdf/2509.12249.pdf,
exists,3305923,arxiv,arxiv_2510.15673_Valeo_Near-Field_a_novel_dataset_for_pedestrian_intent_detection.pdf,Valeo Near-Field: a novel dataset for pedestrian intent detection,https://arxiv.org/abs/2510.15673,https://arxiv.org/pdf/2510.15673.pdf,
exists,1434741,arxiv,arxiv_2509.14252_LLM-JEPA_Large_Language_Models_Meet_Joint_Embedding_Predictive_Architectures.pdf,LLM-JEPA: Large Language Models Meet Joint Embedding Predictive Architectures,https://arxiv.org/abs/2509.14252,https://arxiv.org/pdf/2509.14252.pdf,
exists,34217122,arxiv,arxiv_2510.05949_Gaussian_Embeddings_How_JEPAs_Secretly_Learn_Your_Data_Density.pdf,Gaussian Embeddings: How JEPAs Secretly Learn Your Data Density,https://arxiv.org/abs/2510.05949,https://arxiv.org/pdf/2510.05949.pdf,
exists,8345168,arxiv,arxiv_2501.04969_Self-Supervised_Representation_Learning_with_Joint_Embedding_Predictive_Architecture_for_Automotive_LiDAR_Object_Detecti.pdf,Self-Supervised Representation Learning with Joint Embedding Predictive Architecture for Automotive LiDAR Object Detection,https://arxiv.org/abs/2501.04969,https://arxiv.org/pdf/2501.04969.pdf,
exists,1362610,arxiv,arxiv_2510.00974_JEPA-T_Joint-Embedding_Predictive_Architecture_with_Text_Fusion_for_Image_Generation.pdf,JEPA-T: Joint-Embedding Predictive Architecture with Text Fusion for Image Generation,https://arxiv.org/abs/2510.00974,https://arxiv.org/pdf/2510.00974.pdf,
exists,902704,arxiv,arxiv_2509.25449_Joint_Embeddings_Go_Temporal.pdf,Joint Embeddings Go Temporal,https://arxiv.org/abs/2509.25449,https://arxiv.org/pdf/2509.25449.pdf,
exists,2944144,arxiv,arxiv_2509.24317_Rethinking_JEPA_Compute-Efficient_Video_SSL_with_Frozen_Teachers.pdf,Rethinking JEPA: Compute-Efficient Video SSL with Frozen Teachers,https://arxiv.org/abs/2509.24317,https://arxiv.org/pdf/2509.24317.pdf,
exists,18763228,arxiv,arxiv_2509.16197_MANZANO_A_Simple_and_Scalable_Unified_Multimodal_Model_with_a_Hybrid_Vision_Tokenizer.pdf,MANZANO: A Simple and Scalable Unified Multimodal Model with a Hybrid Vision Tokenizer,https://arxiv.org/abs/2509.16197,https://arxiv.org/pdf/2509.16197.pdf,
exists,1040293,arxiv,arxiv_2509.15470_Self-supervised_learning_of_imaging_and_clinical_signatures_using_a_multimodal_joint-embedding_predictive_architecture.pdf,Self-supervised learning of imaging and clinical signatures using a multimodal joint-embedding predictive architecture,https://arxiv.org/abs/2509.15470,https://arxiv.org/pdf/2509.15470.pdf,
exists,5653368,arxiv,arxiv_2502.05857_EgoAgent_A_Joint_Predictive_Agent_Model_in_Egocentric_Worlds.pdf,EgoAgent: A Joint Predictive Agent Model in Egocentric Worlds,https://arxiv.org/abs/2502.05857,https://arxiv.org/pdf/2502.05857.pdf,
exists,849190,arxiv,arxiv_2509.04254_MuMTAffect_A_Multimodal_Multitask_Affective_Framework_for_Personality_and_Emotion_Recognition_from_Physiological_Signals.pdf,MuMTAffect: A Multimodal Multitask Affective Framework for Personality and Emotion Recognition from Physiological Signals,https://arxiv.org/abs/2509.04254,https://arxiv.org/pdf/2509.04254.pdf,
exists,975145,arxiv,arxiv_2502.01684_Predict_Cluster_Refine_A_Joint_Embedding_Predictive_Self-Supervised_Framework_for_Graph_Representation_Learning.pdf,"Predict, Cluster, Refine: A Joint Embedding Predictive Self-Supervised Framework for Graph Representation Learning",https://arxiv.org/abs/2502.01684,https://arxiv.org/pdf/2502.01684.pdf,
exists,419267,arxiv,arxiv_2508.10489_Learning_State-Space_Models_of_Dynamic_Systems_from_Arbitrary_Data_using_Joint_Embedding_Predictive_Architectures.pdf,Learning State-Space Models of Dynamic Systems from Arbitrary Data using Joint Embedding Predictive Architectures,https://arxiv.org/abs/2508.10489,https://arxiv.org/pdf/2508.10489.pdf,
exists,1897424,arxiv,arxiv_2504.10512_JEPA4Rec_Learning_Effective_Language_Representations_for_Sequential_Recommendation_via_Joint_Embedding_Predictive_Archit.pdf,JEPA4Rec: Learning Effective Language Representations for Sequential Recommendation via Joint Embedding Predictive Architecture,https://arxiv.org/abs/2504.10512,https://arxiv.org/pdf/2504.10512.pdf,
exists,10892956,arxiv,arxiv_2508.02829_Elucidating_the_Role_of_Feature_Normalization_in_IJEPA.pdf,Elucidating the Role of Feature Normalization in IJEPA,https://arxiv.org/abs/2508.02829,https://arxiv.org/pdf/2508.02829.pdf,
exists,5625816,arxiv,arxiv_2501.14266_TrajFlow_A_Generative_Framework_for_Occupancy_Density_Estimation_Using_Normalizing_Flows.pdf,TrajFlow: A Generative Framework for Occupancy Density Estimation Using Normalizing Flows,https://arxiv.org/abs/2501.14266,https://arxiv.org/pdf/2501.14266.pdf,
exists,4717562,arxiv,arxiv_2508.00447_CLIPTime_Time-Aware_Multimodal_Representation_Learning_from_Images_and_Text.pdf,CLIPTime: Time-Aware Multimodal Representation Learning from Images and Text,https://arxiv.org/abs/2508.00447,https://arxiv.org/pdf/2508.00447.pdf,
exists,2850582,arxiv,arxiv_2507.19119_PatchTraj_Unified_Time-Frequency_Representation_Learning_via_Dynamic_Patches_for_Trajectory_Prediction.pdf,PatchTraj: Unified Time-Frequency Representation Learning via Dynamic Patches for Trajectory Prediction,https://arxiv.org/abs/2507.19119,https://arxiv.org/pdf/2507.19119.pdf,
exists,1322904,arxiv,arxiv_2507.20491_Speaking_in_Words_Thinking_in_Logic_A_Dual-Process_Framework_in_QA_Systems.pdf,"Speaking in Words, Thinking in Logic: A Dual-Process Framework in QA Systems",https://arxiv.org/abs/2507.20491,https://arxiv.org/pdf/2507.20491.pdf,
exists,934237,arxiv,arxiv_2409.19638_BadHMP_Backdoor_Attack_against_Human_Motion_Prediction.pdf,BadHMP: Backdoor Attack against Human Motion Prediction,https://arxiv.org/abs/2409.19638,https://arxiv.org/pdf/2409.19638.pdf,
exists,925388,arxiv,arxiv_2507.15216_Improving_Joint_Embedding_Predictive_Architecture_with_Diffusion_Noise.pdf,Improving Joint Embedding Predictive Architecture with Diffusion Noise,https://arxiv.org/abs/2507.15216,https://arxiv.org/pdf/2507.15216.pdf,
exists,4368574,arxiv,arxiv_2507.03633_From_Video_to_EEG_Adapting_Joint_Embedding_Predictive_Architecture_to_Uncover_Visual_Concepts_in_Brain_Signal_Analysis.pdf,From Video to EEG: Adapting Joint Embedding Predictive Architecture to Uncover Visual Concepts in Brain Signal Analysis,https://arxiv.org/abs/2507.03633,https://arxiv.org/pdf/2507.03633.pdf,
exists,2046335,arxiv,arxiv_2507.03927_MCST-Mamba_Multivariate_Mamba-Based_Model_for_Traffic_Prediction.pdf,MCST-Mamba: Multivariate Mamba-Based Model for Traffic Prediction,https://arxiv.org/abs/2507.03927,https://arxiv.org/pdf/2507.03927.pdf,
exists,1826673,arxiv,arxiv_2505.03176_seq-JEPA_Autoregressive_Predictive_Learning_of_Invariant-Equivariant_World_Models.pdf,seq-JEPA: Autoregressive Predictive Learning of Invariant-Equivariant World Models,https://arxiv.org/abs/2505.03176,https://arxiv.org/pdf/2505.03176.pdf,
downloaded,2226851,arxiv,arxiv_2601.07013_Conditional_Normalizing_Flows_for_Forward_and_Backward_Joint_State_and_Parameter_Estimation.pdf,Conditional Normalizing Flows for Forward and Backward Joint State and Parameter Estimation,https://arxiv.org/abs/2601.07013,https://arxiv.org/pdf/2601.07013.pdf,
downloaded,1311645,arxiv,arxiv_2601.06212_Akasha_2_Hamiltonian_State_Space_Duality_and_Visual-Language_Joint_Embedding_Predictive_Architectur.pdf,Akasha 2: Hamiltonian State Space Duality and Visual-Language Joint Embedding Predictive Architectur,https://arxiv.org/abs/2601.06212,https://arxiv.org/pdf/2601.06212.pdf,
downloaded,567388,arxiv,arxiv_2601.09524_Video_Joint-Embedding_Predictive_Architectures_for_Facial_Expression_Recognition.pdf,Video Joint-Embedding Predictive Architectures for Facial Expression Recognition,https://arxiv.org/abs/2601.09524,https://arxiv.org/pdf/2601.09524.pdf,
exists,1731079,arxiv,arxiv_2601.14354_VJEPA_Variational_Joint_Embedding_Predictive_Architectures_as_Probabilistic_World_Models.pdf,VJEPA: Variational Joint Embedding Predictive Architectures as Probabilistic World Models,https://arxiv.org/abs/2601.14354,https://arxiv.org/pdf/2601.14354.pdf,
exists,1136875,arxiv,arxiv_2601.15891_RadJEPA_Radiology_Encoder_for_Chest_X-Rays_via_Joint_Embedding_Predictive_Architecture.pdf,RadJEPA: Radiology Encoder for Chest X-Rays via Joint Embedding Predictive Architecture,https://arxiv.org/abs/2601.15891,https://arxiv.org/pdf/2601.15891.pdf,
exists,12628336,arxiv,arxiv_2601.17216_Spatiotemporal_Semantic_V2X_Framework_for_Cooperative_Collision_Prediction.pdf,Spatiotemporal Semantic V2X Framework for Cooperative Collision Prediction,https://arxiv.org/abs/2601.17216,https://arxiv.org/pdf/2601.17216.pdf,
exists,484777,arxiv,arxiv_2601.20190_WirelessJEPA_A_Multi-Antenna_Foundation_Model_using_Spatio-temporal_Wireless_Latent_Predictions.pdf,WirelessJEPA: A Multi-Antenna Foundation Model using Spatio-temporal Wireless Latent Predictions,https://arxiv.org/abs/2601.20190,https://arxiv.org/pdf/2601.20190.pdf,
exists,8695474,arxiv,arxiv_2601.19822_A_Latent_Space_Framework_for_Modeling_Transient_Engine_Emissions_Using_Joint_Embedding_Predictive_Architectures.pdf,A Latent Space Framework for Modeling Transient Engine Emissions Using Joint Embedding Predictive Architectures,https://arxiv.org/abs/2601.19822,https://arxiv.org/pdf/2601.19822.pdf,
exists,3050086,arxiv,arxiv_2601.22128_The_Patient_is_not_a_Moving_Document_A_World_Model_Training_Paradigm_for_Longitudinal_EHR.pdf,The Patient is not a Moving Document: A World Model Training Paradigm for Longitudinal EHR,https://arxiv.org/abs/2601.22128,https://arxiv.org/pdf/2601.22128.pdf,
exists,2105337,arxiv,arxiv_2601.22032_Drive-JEPA_Video_JEPA_Meets_Multimodal_Trajectory_Distillation_for_End-to-End_Driving.pdf,Drive-JEPA: Video JEPA Meets Multimodal Trajectory Distillation for End-to-End Driving,https://arxiv.org/abs/2601.22032,https://arxiv.org/pdf/2601.22032.pdf,
exists,2302147,arxiv,arxiv_2602.00800_JTok_On_Token_Embedding_as_another_Axis_of_Scaling_Law_via_Joint_Token_Self-modulation.pdf,JTok: On Token Embedding as another Axis of Scaling Law via Joint Token Self-modulation,https://arxiv.org/abs/2602.00800,https://arxiv.org/pdf/2602.00800.pdf,
exists,2593905,arxiv,arxiv_2602.02093_Cell-JEPA_Latent_Representation_Learning_for_Single-Cell_Transcriptomics.pdf,Cell-JEPA: Latent Representation Learning for Single-Cell Transcriptomics,https://arxiv.org/abs/2602.02093,https://arxiv.org/pdf/2602.02093.pdf,
exists,25942678,arxiv,arxiv_2602.02620_CryoLVM_Self-supervised_Learning_from_Cryo-EM_Density_Maps_with_Large_Vision_Models.pdf,CryoLVM: Self-supervised Learning from Cryo-EM Density Maps with Large Vision Models,https://arxiv.org/abs/2602.02620,https://arxiv.org/pdf/2602.02620.pdf,
exists,2151701,arxiv,arxiv_2602.01924_Bayesian_Integration_of_Nonlinear_Incomplete_Clinical_Data.pdf,Bayesian Integration of Nonlinear Incomplete Clinical Data,https://arxiv.org/abs/2602.01924,https://arxiv.org/pdf/2602.01924.pdf,
exists,7008004,arxiv,arxiv_2602.01456_Rectified_LpJEPA_Joint-Embedding_Predictive_Architectures_with_Sparse_and_Maximum-Entropy_Representations.pdf,Rectified LpJEPA: Joint-Embedding Predictive Architectures with Sparse and Maximum-Entropy Representations,https://arxiv.org/abs/2602.01456,https://arxiv.org/pdf/2602.01456.pdf,
exists,1562892,arxiv,arxiv_2602.04643_MTS-JEPA_Multi-Resolution_Joint-Embedding_Predictive_Architecture_for_Time-Series_Anomaly_Prediction.pdf,MTS-JEPA: Multi-Resolution Joint-Embedding Predictive Architecture for Time-Series Anomaly Prediction,https://arxiv.org/abs/2602.04643,https://arxiv.org/pdf/2602.04643.pdf,
exists,735179,arxiv,arxiv_2602.03604_A_Lightweight_Library_for_Energy-Based_Joint-Embedding_Predictive_Architectures.pdf,A Lightweight Library for Energy-Based Joint-Embedding Predictive Architectures,https://arxiv.org/abs/2602.03604,https://arxiv.org/pdf/2602.03604.pdf,
exists,5002471,arxiv,arxiv_2602.05638_UniSurg_A_Video-Native_Foundation_Model_for_Universal_Understanding_of_Surgical_Videos.pdf,UniSurg: A Video-Native Foundation Model for Universal Understanding of Surgical Videos,https://arxiv.org/abs/2602.05638,https://arxiv.org/pdf/2602.05638.pdf,
