status,bytes,kind,filename,label,source_url,pdf_url,message
exists,261377,arxiv,arxiv_2602.07016_Gaussian-Constrained_LeJEPA_Representations_for_Unsupervised_Scene_Discovery_and_Pose_Consistency.pdf,Gaussian-Constrained LeJEPA Representations for Unsupervised Scene Discovery and Pose Consistency,https://arxiv.org/abs/2602.07016,https://arxiv.org/pdf/2602.07016.pdf,
exists,369657,arxiv,arxiv_2602.07000_Hierarchical_JEPA_Meets_Predictive_Remote_Control_in_Beyond_5G_Networks.pdf,Hierarchical JEPA Meets Predictive Remote Control in Beyond 5G Networks,https://arxiv.org/abs/2602.07000,https://arxiv.org/pdf/2602.07000.pdf,
exists,727278,arxiv,arxiv_2504.01928_Is_the_Reversal_Curse_a_Binding_Problem_Uncovering_Limitations_of_Transformers_from_a_Basic_Generalization_Failure.pdf,Is the Reversal Curse a Binding Problem? Uncovering Limitations of Transformers from a Basic Generalization Failure,https://arxiv.org/abs/2504.01928,https://arxiv.org/pdf/2504.01928.pdf,
exists,5511143,arxiv,arxiv_2602.09040_Soft_Clustering_Anchors_for_Self-Supervised_Speech_Representation_Learning_in_Joint_Embedding_Prediction_Architectures.pdf,Soft Clustering Anchors for Self-Supervised Speech Representation Learning in Joint Embedding Prediction Architectures,https://arxiv.org/abs/2602.09040,https://arxiv.org/pdf/2602.09040.pdf,
exists,2997532,arxiv,arxiv_2602.11389_Causal-JEPA_Learning_World_Models_through_Object-Level_Latent_Interventions.pdf,Causal-JEPA: Learning World Models through Object-Level Latent Interventions,https://arxiv.org/abs/2602.11389,https://arxiv.org/pdf/2602.11389.pdf,
exists,257331,arxiv,arxiv_2602.12245_Intrinsic-Energy_Joint_Embedding_Predictive_Architectures_Induce_Quasimetric_Spaces.pdf,Intrinsic-Energy Joint Embedding Predictive Architectures Induce Quasimetric Spaces,https://arxiv.org/abs/2602.12245,https://arxiv.org/pdf/2602.12245.pdf,
exists,4476485,arxiv,arxiv_2602.12540_Self-Supervised_JEPA-based_World_Models_for_LiDAR_Occupancy_Completion_and_Forecasting.pdf,Self-Supervised JEPA-based World Models for LiDAR Occupancy Completion and Forecasting,https://arxiv.org/abs/2602.12540,https://arxiv.org/pdf/2602.12540.pdf,
exists,13239553,arxiv,arxiv_2602.14771_GOT-JEPA_Generic_Object_Tracking_with_Model_Adaptation_and_Occlusion_Handling_using_Joint-Embedding_Predictive_Architect.pdf,GOT-JEPA: Generic Object Tracking with Model Adaptation and Occlusion Handling using Joint-Embedding Predictive Architecture,https://arxiv.org/abs/2602.14771,https://arxiv.org/pdf/2602.14771.pdf,
exists,2333963,arxiv,arxiv_2602.14672_MeFEm_Medical_Face_Embedding_model.pdf,MeFEm: Medical Face Embedding model,https://arxiv.org/abs/2602.14672,https://arxiv.org/pdf/2602.14672.pdf,
exists,10485960,arxiv,arxiv_2602.14642_GenPANIS_A_Latent-Variable_Generative_Framework_for_Forward_and_Inverse_PDE_Problems_in_Multiphase_Media.pdf,GenPANIS: A Latent-Variable Generative Framework for Forward and Inverse PDE Problems in Multiphase Media,https://arxiv.org/abs/2602.14642,https://arxiv.org/pdf/2602.14642.pdf,
exists,2174265,arxiv,arxiv_2602.17162_JEPA-DNA_Grounding_Genomic_Foundation_Models_through_Joint-Embedding_Predictive_Architectures.pdf,JEPA-DNA: Grounding Genomic Foundation Models through Joint-Embedding Predictive Architectures,https://arxiv.org/abs/2602.17162,https://arxiv.org/pdf/2602.17162.pdf,
exists,3304617,arxiv,arxiv_2602.19322_US-JEPA_A_Joint_Embedding_Predictive_Architecture_for_Medical_Ultrasound.pdf,US-JEPA: A Joint Embedding Predictive Architecture for Medical Ultrasound,https://arxiv.org/abs/2602.19322,https://arxiv.org/pdf/2602.19322.pdf,
exists,995413,arxiv,arxiv_2602.20676_PRECTR-V2_Unified_Relevance-CTR_Framework_with_Cross-User_Preference_Mining_Exposure_Bias_Correction_and_LLM-Distilled_E.pdf,"PRECTR-V2:Unified Relevance-CTR Framework with Cross-User Preference Mining, Exposure Bias Correction, and LLM-Distilled Encoder Optimization",https://arxiv.org/abs/2602.20676,https://arxiv.org/pdf/2602.20676.pdf,
exists,1340453,arxiv,arxiv_2602.22552_Relatron_Automating_Relational_Machine_Learning_over_Relational_Databases.pdf,Relatron: Automating Relational Machine Learning over Relational Databases,https://arxiv.org/abs/2602.22552,https://arxiv.org/pdf/2602.22552.pdf,
exists,1157906,arxiv,arxiv_2603.00049_BiJEPA_Bi-directional_Joint_Embedding_Predictive_Architecture_for_Symmetric_Representation_Learning.pdf,BiJEPA: Bi-directional Joint Embedding Predictive Architecture for Symmetric Representation Learning,https://arxiv.org/abs/2603.00049,https://arxiv.org/pdf/2603.00049.pdf,
exists,1278985,arxiv,arxiv_2603.02650_Improving_Diffusion_Planners_by_Self-Supervised_Action_Gating_with_Energies.pdf,Improving Diffusion Planners by Self-Supervised Action Gating with Energies,https://arxiv.org/abs/2603.02650,https://arxiv.org/pdf/2603.02650.pdf,
exists,987329,arxiv,arxiv_2502.18056_Escaping_The_Big_Data_Paradigm_in_Self-Supervised_Representation_Learning.pdf,Escaping The Big Data Paradigm in Self-Supervised Representation Learning,https://arxiv.org/abs/2502.18056,https://arxiv.org/pdf/2502.18056.pdf,
exists,1303112,arxiv,arxiv_2603.08731_Hebbian-Oscillatory_Co-Learning.pdf,Hebbian-Oscillatory Co-Learning,https://arxiv.org/abs/2603.08731,https://arxiv.org/pdf/2603.08731.pdf,
exists,15622212,arxiv,arxiv_2603.10712_FutureVLA_Joint_Visuomotor_Prediction_for_Vision-Language-Action_Model.pdf,FutureVLA: Joint Visuomotor Prediction for Vision-Language-Action Model,https://arxiv.org/abs/2603.10712,https://arxiv.org/pdf/2603.10712.pdf,
exists,4420121,arxiv,arxiv_2603.13227_Representation_Learning_for_Spatiotemporal_Physical_Systems.pdf,Representation Learning for Spatiotemporal Physical Systems,https://arxiv.org/abs/2603.13227,https://arxiv.org/pdf/2603.13227.pdf,
exists,36673781,arxiv,arxiv_2603.14886_PASTE_Physics-Aware_Scattering_Topology_Embedding_Framework_for_SAR_Object_Detection.pdf,PASTE: Physics-Aware Scattering Topology Embedding Framework for SAR Object Detection,https://arxiv.org/abs/2603.14886,https://arxiv.org/pdf/2603.14886.pdf,
exists,1242503,arxiv,arxiv_2603.13265_Knowledge_Rules_and_Their_Embeddings_Two_Paths_towards_Neuro-Symbolic_JEPA.pdf,"Knowledge, Rules and Their Embeddings: Two Paths towards Neuro-Symbolic JEPA",https://arxiv.org/abs/2603.13265,https://arxiv.org/pdf/2603.13265.pdf,
exists,33820019,arxiv,arxiv_2603.16281_Laya_A_LeJEPA_Approach_to_EEG_via_Latent_Prediction_over_Reconstruction.pdf,Laya: A LeJEPA Approach to EEG via Latent Prediction over Reconstruction,https://arxiv.org/abs/2603.16281,https://arxiv.org/pdf/2603.16281.pdf,
exists,511463,arxiv,arxiv_2501.14622_ACT-JEPA_Novel_Joint-Embedding_Predictive_Architecture_for_Efficient_Policy_Representation_Learning.pdf,ACT-JEPA: Novel Joint-Embedding Predictive Architecture for Efficient Policy Representation Learning,https://arxiv.org/abs/2501.14622,https://arxiv.org/pdf/2501.14622.pdf,
exists,1618525,arxiv,arxiv_2603.19100_LuMamba_Latent_Unified_Mamba_for_Electrode_Topology-Invariant_and_Efficient_EEG_Modeling.pdf,LuMamba: Latent Unified Mamba for Electrode Topology-Invariant and Efficient EEG Modeling,https://arxiv.org/abs/2603.19100,https://arxiv.org/pdf/2603.19100.pdf,
exists,978169,arxiv,arxiv_2603.20111_Var-JEPA_A_Variational_Formulation_of_the_Joint-Embedding_Predictive_Architecture_--_Bridging_Predictive_and_Generative.pdf,Var-JEPA: A Variational Formulation of the Joint-Embedding Predictive Architecture -- Bridging Predictive and Generative Self-Supervised Learning,https://arxiv.org/abs/2603.20111,https://arxiv.org/pdf/2603.20111.pdf,
exists,9791088,arxiv,arxiv_2603.20048_Structured_Latent_Dynamics_in_Wireless_CSI_via_Homomorphic_World_Models.pdf,Structured Latent Dynamics in Wireless CSI via Homomorphic World Models,https://arxiv.org/abs/2603.20048,https://arxiv.org/pdf/2603.20048.pdf,
exists,5629902,arxiv,arxiv_2603.19312_LeWorldModel_Stable_End-to-End_Joint-Embedding_Predictive_Architecture_from_Pixels.pdf,LeWorldModel: Stable End-to-End Joint-Embedding Predictive Architecture from Pixels,https://arxiv.org/abs/2603.19312,https://arxiv.org/pdf/2603.19312.pdf,
exists,1234159,arxiv,arxiv_2603.20987_Interpreting_the_Synchronization_Gap_The_Hidden_Mechanism_Inside_Diffusion_Transformers.pdf,Interpreting the Synchronization Gap: The Hidden Mechanism Inside Diffusion Transformers,https://arxiv.org/abs/2603.20987,https://arxiv.org/pdf/2603.20987.pdf,
exists,890086,arxiv,arxiv_2603.20327_Probing_the_Latent_World_Emergent_Discrete_Symbols_and_Physical_Structure_in_Latent_Representations.pdf,Probing the Latent World: Emergent Discrete Symbols and Physical Structure in Latent Representations,https://arxiv.org/abs/2603.20327,https://arxiv.org/pdf/2603.20327.pdf,
exists,14765776,arxiv,arxiv_2603.22649_Pretext_Matters_An_Empirical_Study_of_SSL_Methods_in_Medical_Imaging.pdf,Pretext Matters: An Empirical Study of SSL Methods in Medical Imaging,https://arxiv.org/abs/2603.22649,https://arxiv.org/pdf/2603.22649.pdf,
exists,12204404,arxiv,arxiv_2603.25216_A_Wireless_World_Model_for_AI-Native_6G_Networks.pdf,A Wireless World Model for AI-Native 6G Networks,https://arxiv.org/abs/2603.25216,https://arxiv.org/pdf/2603.25216.pdf,
exists,2688573,arxiv,arxiv_2603.26799_Gaussian_Joint_Embeddings_For_Self-Supervised_Representation_Learning.pdf,Gaussian Joint Embeddings For Self-Supervised Representation Learning,https://arxiv.org/abs/2603.26799,https://arxiv.org/pdf/2603.26799.pdf,
downloaded,2897765,arxiv,arxiv_2603.29796_JEPA-MSAC_A_Joint-Embedding_Predictive_Architecture_for_Multimodal_Sensing-Assisted_Communications.pdf,JEPA-MSAC: A Joint-Embedding Predictive Architecture for Multimodal Sensing-Assisted Communications,https://arxiv.org/abs/2603.29796,https://arxiv.org/pdf/2603.29796.pdf,
downloaded,544971,arxiv,arxiv_2604.01349_PI-JEPA_Label-Free_Surrogate_Pretraining_for_Coupled_Multiphysics_Simulation_via_Operator-Split_Latent_Prediction.pdf,PI-JEPA: Label-Free Surrogate Pretraining for Coupled Multiphysics Simulation via Operator-Split Latent Prediction,https://arxiv.org/abs/2604.01349,https://arxiv.org/pdf/2604.01349.pdf,
downloaded,6143141,arxiv,arxiv_2604.08503_Phantom_Physics-Infused_Video_Generation_via_Joint_Modeling_of_Visual_and_Latent_Physical_Dynamics.pdf,Phantom: Physics-Infused Video Generation via Joint Modeling of Visual and Latent Physical Dynamics,https://arxiv.org/abs/2604.08503,https://arxiv.org/pdf/2604.08503.pdf,
exists,1477082,arxiv,arxiv_2410.08559_Learning_General_Representation_of_12-Lead_Electrocardiogram_with_a_Joint-Embedding_Predictive_Architecture.pdf,Learning General Representation of 12-Lead Electrocardiogram with a Joint-Embedding Predictive Architecture,https://arxiv.org/abs/2410.08559,https://arxiv.org/pdf/2410.08559.pdf,
exists,589269,arxiv,arxiv_2604.13518_From_Alignment_to_Prediction_A_Study_of_Self-Supervised_Learning_and_Predictive_Representation_Learning.pdf,From Alignment to Prediction: A Study of Self-Supervised Learning and Predictive Representation Learning,https://arxiv.org/abs/2604.13518,https://arxiv.org/pdf/2604.13518.pdf,
downloaded,2490900,arxiv,arxiv_2604.16585_The_Global_Neural_World_Model_Spatially_Grounded_Discrete_Topologies_for_Action-Conditioned_Planning.pdf,The Global Neural World Model: Spatially Grounded Discrete Topologies for Action-Conditioned Planning,https://arxiv.org/abs/2604.16585,https://arxiv.org/pdf/2604.16585.pdf,
downloaded,1235529,arxiv,arxiv_2604.16333_A_Discordance-Aware_Multimodal_Framework_with_Multi-Agent_Clinical_Reasoning.pdf,A Discordance-Aware Multimodal Framework with Multi-Agent Clinical Reasoning,https://arxiv.org/abs/2604.16333,https://arxiv.org/pdf/2604.16333.pdf,
downloaded,1961092,arxiv,arxiv_2604.21046_JEPAMatch_Geometric_Representation_Shaping_for_Semi-Supervised_Learning.pdf,JEPAMatch: Geometric Representation Shaping for Semi-Supervised Learning,https://arxiv.org/abs/2604.21046,https://arxiv.org/pdf/2604.21046.pdf,
downloaded,901704,arxiv,arxiv_2604.23336_Efficient_Rationale-based_Retrieval_On-policy_Distillation_from_Generative_Rerankers_based_on_JEPA.pdf,Efficient Rationale-based Retrieval: On-policy Distillation from Generative Rerankers based on JEPA,https://arxiv.org/abs/2604.23336,https://arxiv.org/pdf/2604.23336.pdf,
exists,31448940,arxiv,arxiv_2604.27361_CasLayout_Cascaded_3D_Layout_Diffusion_for_Indoor_Scene_Synthesis_with_Implicit_Relation_Modeling.pdf,CasLayout: Cascaded 3D Layout Diffusion for Indoor Scene Synthesis with Implicit Relation Modeling,https://arxiv.org/abs/2604.27361,https://arxiv.org/pdf/2604.27361.pdf,
exists,1440083,arxiv,arxiv_2604.27743_Why_Self-Supervised_Encoders_Want_to_Be_Normal.pdf,Why Self-Supervised Encoders Want to Be Normal,https://arxiv.org/abs/2604.27743,https://arxiv.org/pdf/2604.27743.pdf,
exists,4067485,arxiv,arxiv_2605.03245_Text-Conditional_JEPA_for_Learning_Semantically_Rich_Visual_Representations.pdf,Text-Conditional JEPA for Learning Semantically Rich Visual Representations,https://arxiv.org/abs/2605.03245,https://arxiv.org/pdf/2605.03245.pdf,
exists,5786343,arxiv,arxiv_2605.04943_DART_A_Vision-Language_Foundation_Model_for_Comprehensive_Rope_Condition_Monitoring.pdf,DART: A Vision-Language Foundation Model for Comprehensive Rope Condition Monitoring,https://arxiv.org/abs/2605.04943,https://arxiv.org/pdf/2605.04943.pdf,
exists,8591243,arxiv,arxiv_2605.05586_AeroJEPA_Learning_Semantic_Latent_Representations_for_Scalable_3D_Aerodynamic_Field_Modeling.pdf,AeroJEPA: Learning Semantic Latent Representations for Scalable 3D Aerodynamic Field Modeling,https://arxiv.org/abs/2605.05586,https://arxiv.org/pdf/2605.05586.pdf,
exists,1655378,arxiv,arxiv_2605.10840_Clin-JEPA_A_Multi-Phase_Co-Training_Framework_for_Joint-Embedding_Predictive_Pretraining_on_EHR_Patient_Trajectories.pdf,Clin-JEPA: A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories,https://arxiv.org/abs/2605.10840,https://arxiv.org/pdf/2605.10840.pdf,
exists,4217528,arxiv,arxiv_2605.10616_MulTaBench_Benchmarking_Multimodal_Tabular_Learning_with_Text_and_Image.pdf,MulTaBench: Benchmarking Multimodal Tabular Learning with Text and Image,https://arxiv.org/abs/2605.10616,https://arxiv.org/pdf/2605.10616.pdf,
exists,1288461,arxiv,arxiv_2605.09241_Sub-JEPA_Subspace_Gaussian_Regularization_for_Stable_End-to-End_World_Models.pdf,Sub-JEPA: Subspace Gaussian Regularization for Stable End-to-End World Models,https://arxiv.org/abs/2605.09241,https://arxiv.org/pdf/2605.09241.pdf,
exists,1115680,arxiv,arxiv_2605.11130_HEPA_A_Self-Supervised_Horizon-Conditioned_Event_Predictive_Architecture_for_Time_Series.pdf,HEPA: A Self-Supervised Horizon-Conditioned Event Predictive Architecture for Time Series,https://arxiv.org/abs/2605.11130,https://arxiv.org/pdf/2605.11130.pdf,
exists,673955,arxiv,arxiv_2605.12852_Multitask_Multimodal_Fusion_with_Tabular_Foundation_Models_for_Peak_and_Durability_Prediction_of_Pertussis_Booster_Respo.pdf,Multitask Multimodal Fusion with Tabular Foundation Models for Peak and Durability Prediction of Pertussis Booster Response,https://arxiv.org/abs/2605.12852,https://arxiv.org/pdf/2605.12852.pdf,
exists,12559228,arxiv,arxiv_2605.14759_Crys-JEPA_Accelerating_Crystal_Discovery_via_Embedding_Screening_and_Generative_Refinement.pdf,Crys-JEPA: Accelerating Crystal Discovery via Embedding Screening and Generative Refinement,https://arxiv.org/abs/2605.14759,https://arxiv.org/pdf/2605.14759.pdf,
downloaded,23059215,arxiv,arxiv_2605.14406_GeoViSTA_Geospatial_Vision-Tabular_Transformer_for_Multimodal_Environment_Representation.pdf,GeoViSTA: Geospatial Vision-Tabular Transformer for Multimodal Environment Representation,https://arxiv.org/abs/2605.14406,https://arxiv.org/pdf/2605.14406.pdf,
downloaded,2852013,arxiv,arxiv_2605.14120_Mini-JEPA_Foundation_Model_Fleet_Enables_Agentic_Hydrologic_Intelligence.pdf,Mini-JEPA Foundation Model Fleet Enables Agentic Hydrologic Intelligence,https://arxiv.org/abs/2605.14120,https://arxiv.org/pdf/2605.14120.pdf,
downloaded,1639778,arxiv,arxiv_2605.15466_Entity-Centric_World_Models_Interaction-Aware_Masking_for_Causal_Video_Prediction.pdf,Entity-Centric World Models: Interaction-Aware Masking for Causal Video Prediction,https://arxiv.org/abs/2605.15466,https://arxiv.org/pdf/2605.15466.pdf,
downloaded,690539,arxiv,arxiv_2605.15394_Representation_Without_Reward_A_JEPA_Audit_for_LLM_Fine-Tuning.pdf,Representation Without Reward: A JEPA Audit for LLM Fine-Tuning,https://arxiv.org/abs/2605.15394,https://arxiv.org/pdf/2605.15394.pdf,
downloaded,2901376,arxiv,arxiv_2605.18419_Geometry-Aware_Uncertainty_Coresets_for_Robust_Visual_In-Context_Learning_in_Histopathology.pdf,Geometry-Aware Uncertainty Coresets for Robust Visual In-Context Learning in Histopathology,https://arxiv.org/abs/2605.18419,https://arxiv.org/pdf/2605.18419.pdf,
downloaded,1801609,arxiv,arxiv_2605.17671_PEIRA_Learning_Predictive_Encoders_through_Inter-View_Regressor_Alignment.pdf,PEIRA: Learning Predictive Encoders through Inter-View Regressor Alignment,https://arxiv.org/abs/2605.17671,https://arxiv.org/pdf/2605.17671.pdf,
downloaded,483063,arxiv,arxiv_2605.17165_Factorized_Latent_Dynamics_for_Video_JEPA_An_Empirical_Study_of_Auxiliary_Objectives.pdf,Factorized Latent Dynamics for Video JEPA: An Empirical Study of Auxiliary Objectives,https://arxiv.org/abs/2605.17165,https://arxiv.org/pdf/2605.17165.pdf,
downloaded,10580195,arxiv,arxiv_2605.21075_SpectralEarth-FM_Bringing_Hyperspectral_Imagery_into_Multimodal_Earth_Observation_Pretraining.pdf,SpectralEarth-FM: Bringing Hyperspectral Imagery into Multimodal Earth Observation Pretraining,https://arxiv.org/abs/2605.21075,https://arxiv.org/pdf/2605.21075.pdf,
downloaded,12340129,arxiv,arxiv_2605.20811_Demo-JEPA_Joint-Embedding_Predictive_Architecture_for_One-shot_Cross-Embodiment_Imitation.pdf,Demo-JEPA: Joint-Embedding Predictive Architecture for One-shot Cross-Embodiment Imitation,https://arxiv.org/abs/2605.20811,https://arxiv.org/pdf/2605.20811.pdf,
downloaded,542596,arxiv,arxiv_2605.21963_ChronoMedicalWorld_A_Medical_World_Model_for_Learning_Patient_Trajectories_from_Longitudinal_Care_Data.pdf,ChronoMedicalWorld: A Medical World Model for Learning Patient Trajectories from Longitudinal Care Data,https://arxiv.org/abs/2605.21963,https://arxiv.org/pdf/2605.21963.pdf,
downloaded,3489026,arxiv,arxiv_2605.25313_UWM-JEPA_Predictive_World_Models_That_Imagine_in_Belief_Space.pdf,UWM-JEPA: Predictive World Models That Imagine in Belief Space,https://arxiv.org/abs/2605.25313,https://arxiv.org/pdf/2605.25313.pdf,
downloaded,16895878,arxiv,arxiv_2605.24631_Beyond_Generative_Priors_Minority_Sampling_with_JEPA-Guided_Diffusion.pdf,Beyond Generative Priors: Minority Sampling with JEPA-Guided Diffusion,https://arxiv.org/abs/2605.24631,https://arxiv.org/pdf/2605.24631.pdf,
downloaded,5771716,arxiv,arxiv_2605.31580_Giving_Sensors_a_Voice_Multimodal_JEPA_for_Semantic_Time-Series_Embeddings.pdf,Giving Sensors a Voice: Multimodal JEPA for Semantic Time-Series Embeddings,https://arxiv.org/abs/2605.31580,https://arxiv.org/pdf/2605.31580.pdf,
downloaded,2728942,arxiv,arxiv_2605.31111_Subspace-Decomposed_JEPAs_Disentangling_Progression_and_Content_in_Latent_World_Models.pdf,Subspace-Decomposed JEPAs: Disentangling Progression and Content in Latent World Models,https://arxiv.org/abs/2605.31111,https://arxiv.org/pdf/2605.31111.pdf,
downloaded,1455651,arxiv,arxiv_2605.31068_HQ-JEPA_Hybrid_Quantum_Joint-Embedding_Predictive_Architecture_for_Cross-Modal_Remote_Sensing_Representation_Learning.pdf,HQ-JEPA: Hybrid Quantum Joint-Embedding Predictive Architecture for Cross-Modal Remote Sensing Representation Learning,https://arxiv.org/abs/2605.31068,https://arxiv.org/pdf/2605.31068.pdf,
