"paper_id","title_guess","year_guess","arxiv_id","tier","collection","current_name","relative_path","size_bytes","sha256"
"arxiv_2603.20987","Interpreting the Synchronization Gap The Hidden Mechanism Inside Diffusion Transformers","2026","2603.20987","long_tail","all","arxiv_2603.20987_Interpreting_the_Synchronization_Gap_The_Hidden_Mechanism_Inside_Diffusion_Transformers.pdf",".\corpus\papers\all\arxiv_2603.20987_Interpreting_the_Synchronization_Gap_The_Hidden_Mechanism_Inside_Diffusion_Transformers.pdf","1234159","5832A60654321A085C4762CEFCFBC9DE723AB1E28AF5E1D308F9ED0CCA6D1143"
"arxiv_2603.22649","Pretext Matters An Empirical Study of SSL Methods in Medical Imaging","2026","2603.22649","long_tail","all","arxiv_2603.22649_Pretext_Matters_An_Empirical_Study_of_SSL_Methods_in_Medical_Imaging.pdf",".\corpus\papers\all\arxiv_2603.22649_Pretext_Matters_An_Empirical_Study_of_SSL_Methods_in_Medical_Imaging.pdf","14765776","CB515984DFB24FBF8B7CEBBF572C2EE04F09CD89754E1FA2F2A7D5E6704191DA"
"arxiv_2603.25216","A Wireless World Model for AI-Native 6G Networks","2026","2603.25216","long_tail","all","arxiv_2603.25216_A_Wireless_World_Model_for_AI-Native_6G_Networks.pdf",".\corpus\papers\all\arxiv_2603.25216_A_Wireless_World_Model_for_AI-Native_6G_Networks.pdf","12204404","711304AED7766057263502D36AF63927E97DFF10D683DC1659E89E5A46B2B102"
"arxiv_2603.26799","Gaussian Joint Embeddings For Self-Supervised Representation Learning","2026","2603.26799","long_tail","all","arxiv_2603.26799_Gaussian_Joint_Embeddings_For_Self-Supervised_Representation_Learning.pdf",".\corpus\papers\all\arxiv_2603.26799_Gaussian_Joint_Embeddings_For_Self-Supervised_Representation_Learning.pdf","2688573","1438ED7FBD70226A0AE846D4DFB55649672A167E04159E71B6EBB05FA8B8EC03"
"arxiv_2603.29796","JEPA-MSAC A Joint-Embedding Predictive Architecture for Multimodal Sensing-Assisted Communications","2026","2603.29796","long_tail","all","arxiv_2603.29796_JEPA-MSAC_A_Joint-Embedding_Predictive_Architecture_for_Multimodal_Sensing-Assisted_Communications.pdf",".\corpus\papers\all\arxiv_2603.29796_JEPA-MSAC_A_Joint-Embedding_Predictive_Architecture_for_Multimodal_Sensing-Assisted_Communications.pdf","2897765","003E5479EE166F1A010C294D48E56453ABEA5799012FA1AAC3917D378F3304B3"
"arxiv_2604.01349","PI-JEPA Label-Free Surrogate Pretraining for Coupled Multiphysics Simulation via Operator-Split Latent Prediction","2026","2604.01349","long_tail","all","arxiv_2604.01349_PI-JEPA_Label-Free_Surrogate_Pretraining_for_Coupled_Multiphysics_Simulation_via_Operator-Split_Latent_Prediction.pdf",".\corpus\papers\all\arxiv_2604.01349_PI-JEPA_Label-Free_Surrogate_Pretraining_for_Coupled_Multiphysics_Simulation_via_Operator-Split_Latent_Prediction.pdf","544971","6CDAD0FB0E21937928BFB13BFE9D53051DAD6F3C65176B76D4CD7089E706B881"
"arxiv_2604.08503","Phantom Physics-Infused Video Generation via Joint Modeling of Visual and Latent Physical Dynamics","2026","2604.08503","long_tail","all","arxiv_2604.08503_Phantom_Physics-Infused_Video_Generation_via_Joint_Modeling_of_Visual_and_Latent_Physical_Dynamics.pdf",".\corpus\papers\all\arxiv_2604.08503_Phantom_Physics-Infused_Video_Generation_via_Joint_Modeling_of_Visual_and_Latent_Physical_Dynamics.pdf","6143141","A5ED6BFE2FEA70F440AED7BF3398845E2E53E591384BAB3CF7C64417C709BD34"
"arxiv_2604.13518","From Alignment to Prediction A Study of Self-Supervised Learning and Predictive Representation Learning","2026","2604.13518","long_tail","all","arxiv_2604.13518_From_Alignment_to_Prediction_A_Study_of_Self-Supervised_Learning_and_Predictive_Representation_Learning.pdf",".\corpus\papers\all\arxiv_2604.13518_From_Alignment_to_Prediction_A_Study_of_Self-Supervised_Learning_and_Predictive_Representation_Learning.pdf","589269","AC0F8C104B8C9E7F03AC7D32197E89DD54CF28605217A323694197F3786D25F6"
"arxiv_2604.16333","A Discordance-Aware Multimodal Framework with Multi-Agent Clinical Reasoning","2026","2604.16333","long_tail","all","arxiv_2604.16333_A_Discordance-Aware_Multimodal_Framework_with_Multi-Agent_Clinical_Reasoning.pdf",".\corpus\papers\all\arxiv_2604.16333_A_Discordance-Aware_Multimodal_Framework_with_Multi-Agent_Clinical_Reasoning.pdf","1235529","7381345EDB8A41B414CE67561DD18098949DEA107A595CAE74F58D69927D0CB9"
"arxiv_2604.16585","The Global Neural World Model Spatially Grounded Discrete Topologies for Action-Conditioned Planning","2026","2604.16585","long_tail","all","arxiv_2604.16585_The_Global_Neural_World_Model_Spatially_Grounded_Discrete_Topologies_for_Action-Conditioned_Planning.pdf",".\corpus\papers\all\arxiv_2604.16585_The_Global_Neural_World_Model_Spatially_Grounded_Discrete_Topologies_for_Action-Conditioned_Planning.pdf","2490900","44FBE56999631CB535F2089E2177CBAB4D224D019D4F542ED88E1E8F6C39AF4F"
"arxiv_2604.21046","JEPAMatch Geometric Representation Shaping for Semi-Supervised Learning","2026","2604.21046","long_tail","all","arxiv_2604.21046_JEPAMatch_Geometric_Representation_Shaping_for_Semi-Supervised_Learning.pdf",".\corpus\papers\all\arxiv_2604.21046_JEPAMatch_Geometric_Representation_Shaping_for_Semi-Supervised_Learning.pdf","1961092","06CEB0ECA2DA7B6BD41494FE28E9160F2F69CE68D12AC74F089B07B9502F51C6"
"arxiv_2604.23336","Efficient Rationale-based Retrieval On-policy Distillation from Generative Rerankers based on JEPA","2026","2604.23336","long_tail","all","arxiv_2604.23336_Efficient_Rationale-based_Retrieval_On-policy_Distillation_from_Generative_Rerankers_based_on_JEPA.pdf",".\corpus\papers\all\arxiv_2604.23336_Efficient_Rationale-based_Retrieval_On-policy_Distillation_from_Generative_Rerankers_based_on_JEPA.pdf","901704","99DBC7873439E479398BD8409013806898BE00D3FEE3E01C7D352A71547FFDBA"
"arxiv_2604.27361","CasLayout Cascaded 3D Layout Diffusion for Indoor Scene Synthesis with Implicit Relation Modeling","2026","2604.27361","long_tail","all","arxiv_2604.27361_CasLayout_Cascaded_3D_Layout_Diffusion_for_Indoor_Scene_Synthesis_with_Implicit_Relation_Modeling.pdf",".\corpus\papers\all\arxiv_2604.27361_CasLayout_Cascaded_3D_Layout_Diffusion_for_Indoor_Scene_Synthesis_with_Implicit_Relation_Modeling.pdf","31448940","B571D186AFC8E0882B06E17DA7A49DCCA85C846418050F8D867E512A43907859"
"arxiv_2604.27743","Why Self-Supervised Encoders Want to Be Normal","2026","2604.27743","long_tail","all","arxiv_2604.27743_Why_Self-Supervised_Encoders_Want_to_Be_Normal.pdf",".\corpus\papers\all\arxiv_2604.27743_Why_Self-Supervised_Encoders_Want_to_Be_Normal.pdf","1440083","AB5B7343F51D0D5F28AB27241F7127D4E4C7AB9AF68651E4BF2DEA8E2F555F6E"
"arxiv_2605.03245","Text-Conditional JEPA for Learning Semantically Rich Visual Representations","2026","2605.03245","long_tail","all","arxiv_2605.03245_Text-Conditional_JEPA_for_Learning_Semantically_Rich_Visual_Representations.pdf",".\corpus\papers\all\arxiv_2605.03245_Text-Conditional_JEPA_for_Learning_Semantically_Rich_Visual_Representations.pdf","4067485","07EA58526948C5FAEC12402A2E0419FAD610385E887FAE90032114639E0BD5C6"
"arxiv_2605.04943","DART A Vision-Language Foundation Model for Comprehensive Rope Condition Monitoring","2026","2605.04943","long_tail","all","arxiv_2605.04943_DART_A_Vision-Language_Foundation_Model_for_Comprehensive_Rope_Condition_Monitoring.pdf",".\corpus\papers\all\arxiv_2605.04943_DART_A_Vision-Language_Foundation_Model_for_Comprehensive_Rope_Condition_Monitoring.pdf","5786343","3112F4917085CC575778ECB447A3AAC33EFD42098CECB8B58A80E9E8746ED347"
"arxiv_2605.05586","AeroJEPA Learning Semantic Latent Representations for Scalable 3D Aerodynamic Field Modeling","2026","2605.05586","long_tail","all","arxiv_2605.05586_AeroJEPA_Learning_Semantic_Latent_Representations_for_Scalable_3D_Aerodynamic_Field_Modeling.pdf",".\corpus\papers\all\arxiv_2605.05586_AeroJEPA_Learning_Semantic_Latent_Representations_for_Scalable_3D_Aerodynamic_Field_Modeling.pdf","8591243","6C21B594A293BBAD8C99FE9929C1A3318C558D7AA6AD72CA35D0A95DAD973898"
"arxiv_2605.09241","Sub-JEPA Subspace Gaussian Regularization for Stable End-to-End World Models","2026","2605.09241","long_tail","all","arxiv_2605.09241_Sub-JEPA_Subspace_Gaussian_Regularization_for_Stable_End-to-End_World_Models.pdf",".\corpus\papers\all\arxiv_2605.09241_Sub-JEPA_Subspace_Gaussian_Regularization_for_Stable_End-to-End_World_Models.pdf","1288461","F88624AA985B9303DDCE94A03F8D8BBA22F535508E695A3B1B6256C4E7FCC8F6"
"arxiv_2605.10616","MulTaBench Benchmarking Multimodal Tabular Learning with Text and Image","2026","2605.10616","long_tail","all","arxiv_2605.10616_MulTaBench_Benchmarking_Multimodal_Tabular_Learning_with_Text_and_Image.pdf",".\corpus\papers\all\arxiv_2605.10616_MulTaBench_Benchmarking_Multimodal_Tabular_Learning_with_Text_and_Image.pdf","4217528","8E7F5F7D3EAB9A18D97C1DBC6D8C4C1E3022FF6FE2AE2948CA9B9504B4295373"
"arxiv_2605.10840","Clin-JEPA A Multi-Phase Co-Training Framework for Joint-Embedding Predictive Pretraining on EHR Patient Trajectories","2026","2605.10840","long_tail","all","arxiv_2605.10840_Clin-JEPA_A_Multi-Phase_Co-Training_Framework_for_Joint-Embedding_Predictive_Pretraining_on_EHR_Patient_Trajectories.pdf",".\corpus\papers\all\arxiv_2605.10840_Clin-JEPA_A_Multi-Phase_Co-Training_Framework_for_Joint-Embedding_Predictive_Pretraining_on_EHR_Patient_Trajectories.pdf","1655378","89095B5530ED6BAE4277B16ED68E317A89EE47AA01F9734EF52B988CA5C37240"
"arxiv_2605.11130","HEPA A Self-Supervised Horizon-Conditioned Event Predictive Architecture for Time Series","2026","2605.11130","long_tail","all","arxiv_2605.11130_HEPA_A_Self-Supervised_Horizon-Conditioned_Event_Predictive_Architecture_for_Time_Series.pdf",".\corpus\papers\all\arxiv_2605.11130_HEPA_A_Self-Supervised_Horizon-Conditioned_Event_Predictive_Architecture_for_Time_Series.pdf","1115680","311593FA7B1FDB230EC1ACCE137B4DDECB630E9D81AC4BEA41B7910336A4971C"
"arxiv_2605.12852","Multitask Multimodal Fusion with Tabular Foundation Models for Peak and Durability Prediction of Pertussis Booster Respo","2026","2605.12852","long_tail","all","arxiv_2605.12852_Multitask_Multimodal_Fusion_with_Tabular_Foundation_Models_for_Peak_and_Durability_Prediction_of_Pertussis_Booster_Respo.pdf",".\corpus\papers\all\arxiv_2605.12852_Multitask_Multimodal_Fusion_with_Tabular_Foundation_Models_for_Peak_and_Durability_Prediction_of_Pertussis_Booster_Respo.pdf","673955","0B85216AB1278EFDB904128BB9174E9A75F2EDF7E0C0BB6A1FA511C359944BC6"
"arxiv_2605.14120","Mini-JEPA Foundation Model Fleet Enables Agentic Hydrologic Intelligence","2026","2605.14120","long_tail","all","arxiv_2605.14120_Mini-JEPA_Foundation_Model_Fleet_Enables_Agentic_Hydrologic_Intelligence.pdf",".\corpus\papers\all\arxiv_2605.14120_Mini-JEPA_Foundation_Model_Fleet_Enables_Agentic_Hydrologic_Intelligence.pdf","2852013","DB08F0874D727AD4EA8D26E0F0B0EA7BD7ADD7B20CFDA5F41E47CD00228A6C19"
"arxiv_2605.14406","GeoViSTA Geospatial Vision-Tabular Transformer for Multimodal Environment Representation","2026","2605.14406","long_tail","all","arxiv_2605.14406_GeoViSTA_Geospatial_Vision-Tabular_Transformer_for_Multimodal_Environment_Representation.pdf",".\corpus\papers\all\arxiv_2605.14406_GeoViSTA_Geospatial_Vision-Tabular_Transformer_for_Multimodal_Environment_Representation.pdf","23059215","3391E7A628F172D94C2311FE2789B651BEEB89F1DE14362A295F28F57E5A86A6"
"arxiv_2605.14759","Crys-JEPA Accelerating Crystal Discovery via Embedding Screening and Generative Refinement","2026","2605.14759","long_tail","all","arxiv_2605.14759_Crys-JEPA_Accelerating_Crystal_Discovery_via_Embedding_Screening_and_Generative_Refinement.pdf",".\corpus\papers\all\arxiv_2605.14759_Crys-JEPA_Accelerating_Crystal_Discovery_via_Embedding_Screening_and_Generative_Refinement.pdf","12559228","3BA8AFAAECCC74872AA72E41CD18A723E2B3DE8A7244F22A5B7DF1EBE74A654C"
"arxiv_2605.15394","Representation Without Reward A JEPA Audit for LLM Fine-Tuning","2026","2605.15394","long_tail","all","arxiv_2605.15394_Representation_Without_Reward_A_JEPA_Audit_for_LLM_Fine-Tuning.pdf",".\corpus\papers\all\arxiv_2605.15394_Representation_Without_Reward_A_JEPA_Audit_for_LLM_Fine-Tuning.pdf","690539","D2A0FBE6D30E5F63145361ACACC3317597049512192A8833673749FBF51CD75E"
"arxiv_2605.15466","Entity-Centric World Models Interaction-Aware Masking for Causal Video Prediction","2026","2605.15466","long_tail","all","arxiv_2605.15466_Entity-Centric_World_Models_Interaction-Aware_Masking_for_Causal_Video_Prediction.pdf",".\corpus\papers\all\arxiv_2605.15466_Entity-Centric_World_Models_Interaction-Aware_Masking_for_Causal_Video_Prediction.pdf","1639778","B76FB34D1D27EDA580A36AE8F9A2FB25B8595B5AFE76175F638026512C2615C1"
"arxiv_2605.17165","Factorized Latent Dynamics for Video JEPA An Empirical Study of Auxiliary Objectives","2026","2605.17165","long_tail","all","arxiv_2605.17165_Factorized_Latent_Dynamics_for_Video_JEPA_An_Empirical_Study_of_Auxiliary_Objectives.pdf",".\corpus\papers\all\arxiv_2605.17165_Factorized_Latent_Dynamics_for_Video_JEPA_An_Empirical_Study_of_Auxiliary_Objectives.pdf","483063","6DAFAF1692A694AF7A465A462B3169BEAD6D9DBF508DD1F031C2820044319C6D"
"arxiv_2605.17671","PEIRA Learning Predictive Encoders through Inter-View Regressor Alignment","2026","2605.17671","long_tail","all","arxiv_2605.17671_PEIRA_Learning_Predictive_Encoders_through_Inter-View_Regressor_Alignment.pdf",".\corpus\papers\all\arxiv_2605.17671_PEIRA_Learning_Predictive_Encoders_through_Inter-View_Regressor_Alignment.pdf","1801609","348F5EE01569442BC5D68C8EB600C0FDEA0F86E5771058425A67E226E01EED16"
"arxiv_2605.18419","Geometry-Aware Uncertainty Coresets for Robust Visual In-Context Learning in Histopathology","2026","2605.18419","long_tail","all","arxiv_2605.18419_Geometry-Aware_Uncertainty_Coresets_for_Robust_Visual_In-Context_Learning_in_Histopathology.pdf",".\corpus\papers\all\arxiv_2605.18419_Geometry-Aware_Uncertainty_Coresets_for_Robust_Visual_In-Context_Learning_in_Histopathology.pdf","2901376","925973DB347C69FFF02FA93F3E11BAC471D2EB7F3D8AB28ED316CF6D85A48998"
"arxiv_2605.20811","Demo-JEPA Joint-Embedding Predictive Architecture for One-shot Cross-Embodiment Imitation","2026","2605.20811","long_tail","all","arxiv_2605.20811_Demo-JEPA_Joint-Embedding_Predictive_Architecture_for_One-shot_Cross-Embodiment_Imitation.pdf",".\corpus\papers\all\arxiv_2605.20811_Demo-JEPA_Joint-Embedding_Predictive_Architecture_for_One-shot_Cross-Embodiment_Imitation.pdf","12340129","A4B084D8B213A8CD6D6BC1D0E27F3073E97BD88DD2041D53836F9CF97365E287"
"arxiv_2605.21075","SpectralEarth-FM Bringing Hyperspectral Imagery into Multimodal Earth Observation Pretraining","2026","2605.21075","long_tail","all","arxiv_2605.21075_SpectralEarth-FM_Bringing_Hyperspectral_Imagery_into_Multimodal_Earth_Observation_Pretraining.pdf",".\corpus\papers\all\arxiv_2605.21075_SpectralEarth-FM_Bringing_Hyperspectral_Imagery_into_Multimodal_Earth_Observation_Pretraining.pdf","10580195","3D94C25C1E2646C241BFBC7E8CD61BA59E013D2FA1758071E1B9CF075C1680D8"
"arxiv_2605.21963","ChronoMedicalWorld A Medical World Model for Learning Patient Trajectories from Longitudinal Care Data","2026","2605.21963","long_tail","all","arxiv_2605.21963_ChronoMedicalWorld_A_Medical_World_Model_for_Learning_Patient_Trajectories_from_Longitudinal_Care_Data.pdf",".\corpus\papers\all\arxiv_2605.21963_ChronoMedicalWorld_A_Medical_World_Model_for_Learning_Patient_Trajectories_from_Longitudinal_Care_Data.pdf","542596","3CF11F294794B96D21894D4C3C912F3943C77B29ACF314E870246CA09B2EB1A6"
"arxiv_2605.24631","Beyond Generative Priors Minority Sampling with JEPA-Guided Diffusion","2026","2605.24631","long_tail","all","arxiv_2605.24631_Beyond_Generative_Priors_Minority_Sampling_with_JEPA-Guided_Diffusion.pdf",".\corpus\papers\all\arxiv_2605.24631_Beyond_Generative_Priors_Minority_Sampling_with_JEPA-Guided_Diffusion.pdf","16895878","2F3E96F5B40A80AB9A0CBC3A458D23DA8F7FA3D8E6412D3629678C7AE41CE0ED"
"arxiv_2605.25313","UWM-JEPA Predictive World Models That Imagine in Belief Space","2026","2605.25313","long_tail","all","arxiv_2605.25313_UWM-JEPA_Predictive_World_Models_That_Imagine_in_Belief_Space.pdf",".\corpus\papers\all\arxiv_2605.25313_UWM-JEPA_Predictive_World_Models_That_Imagine_in_Belief_Space.pdf","3489026","D78CA710E1336283519BCED16D475C9C791AF0C4E91699F8C79BC2B7D26C5E0D"
"arxiv_2605.31068","HQ-JEPA Hybrid Quantum Joint-Embedding Predictive Architecture for Cross-Modal Remote Sensing Representation Learning","2026","2605.31068","long_tail","all","arxiv_2605.31068_HQ-JEPA_Hybrid_Quantum_Joint-Embedding_Predictive_Architecture_for_Cross-Modal_Remote_Sensing_Representation_Learning.pdf",".\corpus\papers\all\arxiv_2605.31068_HQ-JEPA_Hybrid_Quantum_Joint-Embedding_Predictive_Architecture_for_Cross-Modal_Remote_Sensing_Representation_Learning.pdf","1455651","62109AC16BBF178E78F62B5E0E6A669AF37C8AD1F8E48FC57A986FE121B645FE"
"arxiv_2605.31111","Subspace-Decomposed JEPAs Disentangling Progression and Content in Latent World Models","2026","2605.31111","long_tail","all","arxiv_2605.31111_Subspace-Decomposed_JEPAs_Disentangling_Progression_and_Content_in_Latent_World_Models.pdf",".\corpus\papers\all\arxiv_2605.31111_Subspace-Decomposed_JEPAs_Disentangling_Progression_and_Content_in_Latent_World_Models.pdf","2728942","C9510496E19E31585D2160514DCDFC333E01FB00BE3AB8D917A73A4B37E0C2EF"
"arxiv_2605.31580","Giving Sensors a Voice Multimodal JEPA for Semantic Time-Series Embeddings","2026","2605.31580","long_tail","all","arxiv_2605.31580_Giving_Sensors_a_Voice_Multimodal_JEPA_for_Semantic_Time-Series_Embeddings.pdf",".\corpus\papers\all\arxiv_2605.31580_Giving_Sensors_a_Voice_Multimodal_JEPA_for_Semantic_Time-Series_Embeddings.pdf","5771716","41C3209EC85FD19CCB6EF42C63914FDB482963C9D20C460FC8ABC62352356A17"
"unk_tutorial_on_joint_embedding_predictive_architectures_jepa_foundations_applications_and_future_directions","tutorial on joint embedding predictive architectures jepa foundations applications and future directions","","","core","all","unk_tutorial_on_joint_embedding_predictive_architectures_jepa_foundations_applications_and_future_directions.pdf",".\corpus\papers\all\unk_tutorial_on_joint_embedding_predictive_architectures_jepa_foundations_applications_and_future_directions.pdf","6411916","75E36E3571D6D640AFDFA8929FADF4B186D0EEF150DDEBD287A7720E2F5EF300"
"2020_neurips_2020_bootstrap_your_own_latent_a_new_approach_to_self_supervised_learning_paper_pdf","neurips 2020 bootstrap your own latent a new approach to self supervised learning paper pdf","2020","","core","all","2020_neurips_2020_bootstrap_your_own_latent_a_new_approach_to_self_supervised_learning_paper_pdf.pdf",".\corpus\papers\all\2020_neurips_2020_bootstrap_your_own_latent_a_new_approach_to_self_supervised_learning_paper_pdf.pdf","812358","D6A3C810134FFDDDABE827689499CF5B4802227A381FE09795F637263AF2F97D"
"2022_a_path_towards_autonomous_machine_intelligence","a path towards autonomous machine intelligence","2022","","core","all","2022_a_path_towards_autonomous_machine_intelligence.pdf",".\corpus\papers\all\2022_a_path_towards_autonomous_machine_intelligence.pdf","1641225","5DDA279009BEAE358F08B18B2A4374BFBE65F8C9ED773EA0B9B49F9068566022"
"2023_assran_self_supervised_learning_from_images_with_a_joint_embedding_predictive_architecture_cvpr_2023_paper","assran self supervised learning from images with a joint embedding predictive architecture cvpr 2023 paper","2023","","core","all","2023_assran_self_supervised_learning_from_images_with_a_joint_embedding_predictive_architecture_cvpr_2023_paper.pdf",".\corpus\papers\all\2023_assran_self_supervised_learning_from_images_with_a_joint_embedding_predictive_architecture_cvpr_2023_paper.pdf","3139823","2E2A21DFB20B087EB2A1D95CE8A7DAB687C344F68CDE91CFA02E03337E93B1A2"
"2023_mc_jepa_a_joint_embedding_predictive_architecture_for_self_supervised_learning_of_motion_and_content_features","mc jepa a joint embedding predictive architecture for self supervised learning of motion and content features","2023","","core","all","2023_mc_jepa_a_joint_embedding_predictive_architecture_for_self_supervised_learning_of_motion_and_content_features.pdf",".\corpus\papers\all\2023_mc_jepa_a_joint_embedding_predictive_architecture_for_self_supervised_learning_of_motion_and_content_features.pdf","9483375","A14993BB03F7AFF73BA3BB26FD3090A0AEF3154EB63B78903452919F916DD10A"
"2025_audio_jepa_joint_embedding_predictive_architecture_for_audio_representation_learning","audio jepa joint embedding predictive architecture for audio representation learning","2025","","core","all","2025_audio_jepa_joint_embedding_predictive_architecture_for_audio_representation_learning.pdf",".\corpus\papers\all\2025_audio_jepa_joint_embedding_predictive_architecture_for_audio_representation_learning.pdf","687533","5FCB7190E7804D53B0ADEA456702B3187B4571267D7B34E4610E34132174561D"
"2025_v_jepa_2_self_supervised_video_models_enable_understanding_prediction_and_planning","v jepa 2 self supervised video models enable understanding prediction and planning","2025","","core","all","2025_v_jepa_2_self_supervised_video_models_enable_understanding_prediction_and_planning.pdf",".\corpus\papers\all\2025_v_jepa_2_self_supervised_video_models_enable_understanding_prediction_and_planning.pdf","20240380","9CFCFDE5FB0D9730637DA5B9E7317825C3F3D09E91F3553E22EEBA42C74D2226"
"2026_parallel_stochastic_gradient_based_planning_for_world_models","parallel stochastic gradient based planning for world models","2026","","core","all","2026_parallel_stochastic_gradient_based_planning_for_world_models.pdf",".\corpus\papers\all\2026_parallel_stochastic_gradient_based_planning_for_world_models.pdf","2997113","633BFF79E5913401F578D4F13CBEE65526221FEF859D865CDAAB6CFC0FA802A8"
"2026_rectified_lpjepa_joint_embedding_predictive_architectures_with_sparse_and_maximum_entropy_representations","rectified lpjepa joint embedding predictive architectures with sparse and maximum entropy representations","2026","","core","all","2026_rectified_lpjepa_joint_embedding_predictive_architectures_with_sparse_and_maximum_entropy_representations.pdf",".\corpus\papers\all\2026_rectified_lpjepa_joint_embedding_predictive_architectures_with_sparse_and_maximum_entropy_representations.pdf","6988001","34FFE5C105F979C35A2296DB161E16334E920689CB83257C3990592D56373C55"
"2026_thinkjepa_empowering_latent_world_models_with_large_vision_language_reasoning_model","thinkjepa empowering latent world models with large vision language reasoning model","2026","","core","all","2026_thinkjepa_empowering_latent_world_models_with_large_vision_language_reasoning_model.pdf",".\corpus\papers\all\2026_thinkjepa_empowering_latent_world_models_with_large_vision_language_reasoning_model.pdf","590923","AE5F3A389DB026C54A3794EC4E1EB5363105D12704C6209D605530CF6E569C47"
"2026_v_jepa2_1_unlocking_dense_features_in_video","v jepa2 1 unlocking dense features in video","2026","","core","all","2026_v_jepa2_1_unlocking_dense_features_in_video.pdf",".\corpus\papers\all\2026_v_jepa2_1_unlocking_dense_features_in_video.pdf","36907858","F3AAC1E781A105850313A386DD1755EBD58D500C6BA35A21E5A649619C4E59E8"
